energy_100g,proteins_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,fiber_100g,kcal,category
2102.0,6.0,28.0,17.0,52.0,43.0,0.0944881889763779,8.3,502.39005736137665,2
2124.0,5.3,25.5,14.5,62.5,37.1,0.307086614173228,0.0,507.64818355640534,2
205.0,0.4,0.1,0.01,10.9,10.8,0.0196850393700787,1.2,48.996175908221794,1
316.0,5.5,0.8,0.2,8.7,1.6,0.271653543307087,5.6,75.52581261950286,2
1977.0,5.3,25.7,7.5,57.5,24.3,0.2,2.9,472.51434034416826,2
2065.0,6.5,22.5,10.0,64.0,29.5,0.385826771653543,5.0,493.546845124283,2
96.0,0.5,0.0,0.0,5.4,3.9,0.047244094488189,0.0,22.94455066921606,1
151.0,0.0,0.0,0.0,8.7,8.7,0.0,0.0,36.089866156787764,1
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.887189292543021,1
2134.0,8.3,25.4,18.0,60.0,5.5,0.511811023622047,2.6,510.038240917782,2
2137.0,4.3,32.4,5.0,50.0,3.0,0.248031496062992,2.6,510.75525812619503,2
126.0,0.5,0.5,0.5,7.0,6.8,0.0118110236220472,0.0,30.11472275334608,1
113.0,0.0,0.0,0.0,6.6,6.5,0.0,0.0,27.007648183556405,1
2008.0,8.0,22.0,9.4,62.0,7.1,0.885826771653543,1.5,479.9235181644359,2
188.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,44.93307839388145,1
59.0,0.1,0.1,0.1,3.13,3.13,0.0196850393700787,0.1,14.10133843212237,1
146.0,0.0,0.0,0.0,8.7,8.7,0.015748031496063,0.0,34.894837476099426,1
225.0,0.0,0.0,0.0,13.0,13.0,0.005,0.0,53.77629063097514,1
180.0,0.0,0.0,0.0,10.5,10.5,0.0019685039370078,0.0,43.021032504780116,1
201.0,0.0,0.0,0.0,12.0,12.0,0.0019685039370078,0.0,48.040152963671126,1
298.0,0.7,3.7,0.3,8.8,4.6,1.4,1.4,71.22370936902486,3
105.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,25.095602294455066,1
105.0,0.4,0.0,0.0,5.9,5.9,0.0,0.0,25.095602294455066,1
84.0,0.5,0.0,0.0,5.0,4.9,0.0,0.0,20.076481835564053,1
151.0,0.0,0.0,0.0,7.8,7.8,3.54330708661417,0.0,36.089866156787764,1
163.0,1.8,0.4,0.1,6.3,1.5,0.251968503937008,1.5,38.95793499043977,1
1061.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,253.585086042065,3
1464.0,12.0,2.0,0.0,72.0,1.6,0.081496062992126,3.3,349.9043977055449,2
184.0,0.0,0.0,0.0,11.0,11.0,0.500787401574803,0.0,43.977055449330784,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063097514340344,1
71.0,0.5,0.5,0.1,4.2,4.1,0.0039370078740157,0.5,16.96940726577438,1
1918.0,5.3,24.0,2.0,55.0,24.0,0.279527559055118,0.6,458.41300191204584,2
192.0,0.6,0.0,0.0,11.2,0.0,0.0,0.0,45.88910133843212,1
213.0,0.0,0.0,0.0,12.5,12.5,0.0078740157480315,0.0,50.90822179732314,1
201.0,0.0,0.0,0.0,12.0,12.0,0.0062992125984252,0.0,48.040152963671126,1
184.0,0.0,0.0,0.0,11.0,11.0,0.0104685039370079,0.0,43.977055449330784,1
222.0,0.0,0.0,0.0,14.0,13.2,0.0,0.0,53.05927342256214,1
21.0,0.5,0.1,0.0,12.25,0.0,0.0,0.0,5.019120458891013,1
0.0,1.85,0.0,0.0,17.7,17.7,0.0,0.0,0.0,1
3449.0,0.0,100.0,19.1,0.0,0.0,0.0,0.0,824.3307839388145,3
3700.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,884.321223709369,3
3510.0,0.0,93.3,20.0,0.0,0.0,0.0,0.0,838.9101338432122,3
2050.0,5.26,20.5,5.26,71.1,48.4,0.0789,0.211,489.96175908221795,2
2000.0,8.56,17.1,4.28,72.8,49.7,0.0796,0.428,478.0114722753346,2
92.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,21.988527724665392,1D
134.0,0.0,0.0,0.0,8.0,8.0,0.0066929133858267,0.0,32.026768642447415,1
172.0,0.0,0.0,0.0,10.0,9.0,0.015748031496063,0.0,41.10898661567877,1
192.0,3.2,1.6,1.0,4.8,4.8,0.0511811023622047,0.0,45.88910133843212,1D
2195.0,5.0,31.0,15.0,55.0,0.9,0.69,3.5,524.6175908221797,2
13.0,0.0,0.0,0.0,0.2,0.2,0.31496062992126,0.3,3.107074569789675,1
2105.0,5.1,26.6,12.0,60.8,5.2,0.707,1.8,503.10707456978963,2
4.0,1.0,1.0,1.0,1.0,1.0,1.19685039370079,1.0,0.9560229445506692,1
1636.0,0.0,1.6,1.6,92.0,69.0,0.04,0.2,391.01338432122367,2
1709.0,5.14,8.64,4.41,76.82,51.36,0.05,0.0,408.4608030592734,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.994263862332696,1
2004.0,9.6,18.5,8.4,68.6,0.4,0.4,0.0,478.9674952198853,2
1441.0,9.9,3.2,0.5,58.0,9.8,0.0590551181102362,21.0,344.4072657743786,2
377.0,1.64,0.0,0.0,20.5,20.0,0.0179,0.0,90.10516252390057,2
687.0,5.0,2.8,0.5,27.0,0.0,0.283464566929134,4.9,164.19694072657742,2
1100.0,5.0,15.0,7.5,28.8,26.2,0.0688,1.25,262.90630975143404,2
1535.0,10.0,7.7,0.7,57.0,18.0,0.0748031496062992,15.0,366.8738049713193,2
172.0,0.5,0.1,0.02,9.6,9.5,0.0003937007874015,0.1,41.10898661567877,1
2375.0,6.2,37.0,21.0,51.5,51.0,0.165354330708661,1.3,567.6386233269599,2
180.0,0.0,0.0,0.0,10.5,5.0,0.598425196850394,0.0,43.021032504780116,1
1238.0,0.0,0.0,0.0,71.0,67.0,0.346456692913386,0.0,295.8891013384321,1
1322.0,0.0,0.0,0.0,79.0,79.0,0.21259842519685,0.0,315.96558317399615,1
4.0,0.0,0.0,0.0,0.0,0.0,0.0118110236220472,0.0,0.9560229445506692,1
1322.0,0.0,0.0,0.0,79.0,71.0,0.338582677165354,0.0,315.96558317399615,1
138.0,0.0,0.0,0.0,7.9,7.9,0.0,0.0,32.98279158699809,1
204.0,0.8,0.0,0.0,10.0,10.0,0.0,0.7,48.75717017208413,1
2000.0,5.2,19.0,9.2,69.0,32.0,0.511811023622047,1.5,478.0114722753346,2
300.0,1.0,0.5,0.5,17.0,12.0,0.64,0.7,71.70172084130019,3
1900.0,7.7,13.0,5.9,74.0,18.0,0.393700787401575,3.3,454.1108986615679,2
1760.0,4.6,56.0,8.93,56.0,35.0,0.5,2.5,420.6500956022944,2
1352.0,41.6,4.0,1.2,20.0,11.5,0.006,19.7,323.1357552581262,2
234.0,0.6,0.3,0.1,10.8,9.8,0.0,0.3,55.927342256214146,1
71.0,0.0,0.0,0.0,4.2,4.2,0.0098425196850393,0.0,16.96940726577438,1
79.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,18.881453154875715,1
335.0,4.6,0.6,0.1,13.0,10.0,0.0118110236220472,0.9,80.06692160611854,1
1740.0,9.23,10.8,5.38,70.0,3.08,1.42,3.08,415.8699808795411,2
2350.0,8.0,36.0,16.0,52.0,0.0,0.6,4.0,561.6634799235181,2
140.0,2.68,0.182,0.0909,5.14,4.09,0.0414,0.0,33.460803059273424,2D
2400.0,5.75,40.0,25.0,47.5,35.0,0.00703,7.5,573.6137667304015,2
1837.0,10.0,17.0,4.0,55.0,15.0,0.251968503937008,13.0,439.05353728489484,2
1800.0,9.0,12.0,3.0,68.0,20.0,0.188976377952756,6.0,430.2103250478011,2
1770.0,11.0,11.0,1.0,66.0,14.0,0.78740157480315,6.0,423.0401529636711,2
2055.0,4.0,28.0,17.0,55.0,52.0,0.0039370078740157,6.0,491.1567877629063,2
2180.0,6.0,30.0,18.0,55.0,54.0,0.100393700787402,2.0,521.0325047801147,2
2290.0,7.0,33.0,20.0,55.0,54.0,0.137795275590551,2.0,547.3231357552581,2
2427.0,7.0,40.0,24.0,48.0,48.0,0.127952755905512,1.0,580.0669216061185,2
2420.0,7.0,40.0,24.0,48.0,48.0,0.127952755905512,1.0,578.3938814531549,2
113.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,27.007648183556405,1
2300.0,6.0,36.0,3.0,48.0,0.8,0.393700787401575,6.0,549.7131931166348,2
3087.0,0.8,81.3,12.9,0.3,0.2,0.47244094488189,0.1,737.8107074569789,3
3033.0,0.8,81.3,8.2,0.3,0.2,0.47244094488189,0.0,724.9043977055449,3
204.0,1.0,1.0,1.0,12.0,11.0,0.0196850393700787,1.0,48.75717017208413,1
2120.0,6.0,27.0,16.0,55.0,52.0,0.0,8.0,506.69216061185466,2
990.0,0.0,0.5,0.5,97.0,0.5,0.0,0.0,236.61567877629062,2
1953.0,8.0,21.0,9.0,60.0,4.0,1.10236220472441,2.5,466.7782026768642,2
1480.0,12.0,3.0,0.6,64.0,1.0,0.0039370078740157,9.0,353.7284894837476,2
136.0,0.0,0.0,0.0,8.0,8.0,0.0078740157480315,0.0,32.50478011472275,1
1998.0,8.0,26.0,13.0,52.0,35.0,0.385826771653543,2.0,477.53346080305926,2
227.0,0.5,0.2,0.1,12.2,12.2,0.001,0.5,54.254302103250474,1
21.0,0.1,0.1,0.1,1.3,0.1,0.0,0.0,5.019120458891013,1
2240.0,6.1,33.0,20.0,50.0,48.0,0.0393700787401575,0.0,535.3728489483748,2
2184.0,6.5,31.0,17.0,50.0,47.0,0.0354330708661417,0.0,521.9885277246653,2
2406.0,10.0,38.0,16.0,45.0,37.0,0.031496062992126,0.0,575.0478011472275,2
1860.0,14.0,15.0,9.0,62.0,7.0,1.37795275590551,1.5,444.5506692160612,2
1506.0,5.0,0.1,0.0,78.0,5.0,0.0826771653543307,0.0,359.94263862332696,1
1670.0,0.0,0.0,0.0,98.0,75.0,0.0,0.0,399.1395793499044,2
980.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,234.22562141491395,2
990.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,236.61567877629062,2
980.0,0.0,0.0,0.0,97.0,96.0,0.0,0.0,234.22562141491395,2
990.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,236.61567877629062,2
980.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,234.22562141491395,2
980.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,234.22562141491395,2
983.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,234.94263862332696,2
983.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,234.94263862332696,2
983.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,234.94263862332696,2
983.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,234.94263862332696,2
1632.0,0.0,0.0,0.0,96.0,95.0,0.0,0.0,390.05736137667304,1
235.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,56.16634799235182,2
109.0,0.0,0.0,0.0,6.3,6.3,0.0,0.0,26.051625239005734,1
310.0,4.5,4.0,2.5,5.0,5.0,0.05,0.0,74.09177820267686,2D
970.0,3.0,9.0,4.0,34.0,17.0,0.17,3.0,231.83556405353727,2
1240.0,10.0,20.0,11.0,19.0,3.0,0.48,1.0,296.36711281070745,2
420.0,4.0,3.0,2.0,14.0,13.0,0.031496062992126,0.5,100.38240917782026,2D
1660.0,8.0,3.5,1.5,80.0,37.0,0.031496062992126,4.5,396.7495219885277,2
1570.0,8.0,0.5,0.0,81.0,4.5,0.708661417322835,5.0,375.23900573613764,2
580.0,21.0,6.0,2.0,0.0,0.0,0.590551181102362,0.0,138.62332695984702,2
790.0,7.0,7.0,1.0,23.0,2.0,0.47244094488189,1.0,188.81453154875717,2
2222.0,5.0,29.0,10.0,61.0,57.0,0.0,3.5,531.0707456978968,3
2300.0,5.0,35.0,3.0,54.0,0.8,0.393700787401575,4.0,549.7131931166348,2
840.0,5.0,11.0,6.0,20.0,2.5,0.46,1.5,200.76481835564053,2
100.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,23.900573613766728,1
140.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,33.460803059273424,1
439.0,21.0,2.0,1.0,0.5,0.5,0.748031496062992,0.0,104.92351816443595,2
140.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,33.460803059273424,1
92.0,0.0,0.0,0.0,5.0,4.5,0.0078740157480315,0.0,21.988527724665392,1
1530.0,13.0,1.5,0.5,71.0,3.0,0.0492,5.0,365.67877629063094,2
650.0,13.0,11.0,3.0,1.0,0.5,0.12992125984252,0.0,155.35372848948373,2
170.0,0.5,0.0,0.0,9.0,9.0,0.0,0.5,40.63097514340344,1
163.0,2.5,0.8,0.5,5.5,5.5,0.0590551181102362,0.0,38.95793499043977,1D
356.0,3.5,2.5,0.0,12.0,11.0,0.0196850393700787,0.5,85.08604206500955,2D
155.0,0.8,2.0,1.2,4.0,2.3,0.299212598425197,0.9,37.04588910133843,1
2260.0,7.0,34.0,20.0,51.0,50.0,0.0,2.0,540.1529636711281,2
2220.0,8.0,34.0,21.0,44.0,39.0,0.0,10.0,530.5927342256214,2
2360.0,7.0,38.0,17.0,48.0,46.0,0.0,2.5,564.0535372848948,2
1628.0,5.0,3.5,2.0,81.3,77.6,0.15748031496063,6.0,389.10133843212236,1
2275.0,3.8,32.0,7.1,59.5,54.5,0.118110236220472,1.9,543.738049713193,3
1498.0,0.0,0.0,0.0,75.0,75.0,1.33858267716535,0.0,358.0305927342256,1
126.0,0.0,0.0,0.0,7.0,5.6,0.062992125984252,0.0,30.11472275334608,1
2186.0,7.6,29.6,17.8,53.9,44.3,0.0511811023622047,5.7,522.4665391969407,2
188.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,44.93307839388145,1
1787.0,2.2,12.9,7.4,73.9,67.1,0.0275590551181102,2.7,427.10325047801143,2
414.0,3.9,2.7,1.8,13.6,13.2,0.1,0.0,98.94837476099426,2D
1812.0,4.6,17.3,10.9,60.6,49.9,0.00394,6.6,433.0783938814531,2
1948.0,5.0,18.9,10.8,68.0,62.7,0.0590551181102362,1.0,465.5831739961759,2
1621.0,6.9,3.2,1.2,79.1,24.2,0.330708661417323,5.2,387.4282982791587,2
381.0,2.3,2.9,1.3,13.8,7.8,0.0275590551181102,0.2,91.06118546845124,1D
1610.0,7.67,4.0,1.67,74.0,25.3,0.197,8.33,384.79923518164435,2
2323.0,6.6,31.8,17.4,59.5,42.7,0.125984251968504,2.9,555.2103250478011,2
2495.0,8.4,50.0,29.6,20.9,15.8,0.1,18.3,596.3193116634799,2
1791.0,4.0,19.2,11.5,59.7,52.8,0.0039370078740157,6.5,428.0592734225621,2
2289.0,6.8,33.6,20.3,53.2,50.1,0.0393700787401575,2.3,547.0841300191205,2
2245.0,5.5,22.9,14.2,65.5,53.1,0.13,1.19,536.5678776290631,2
1967.0,5.7,20.8,11.0,64.0,45.4,0.22,1.6,470.12428298279156,2
2023.0,5.4,22.2,11.9,64.6,44.8,0.177165354330709,1.5,483.50860420650093,2
1948.0,3.8,17.4,10.0,71.3,66.5,0.03,2.3,465.5831739961759,2
2245.0,6.7,30.4,17.7,58.4,57.9,0.24,1.7,536.5678776290631,2
1645.0,8.1,4.5,1.8,75.8,28.8,0.149606299212598,6.2,393.1644359464627,2
88.0,2.0,0.1,0.01,2.9,2.9,0.0275590551181102,0.1,21.03250478011472,1D
347.0,1.9,3.3,0.89,11.4,8.1,0.031496062992126,0.5,82.93499043977054,1D
280.0,1.3,3.4,1.0,7.8,5.1,0.0102362204724409,0.0,66.92160611854685,1D
280.0,1.3,3.4,1.0,7.8,6.8,0.118110236220472,0.1,66.92160611854685,1D
2272.0,7.2,36.5,22.0,40.9,34.7,0.01,11.0,543.0210325047801,2
2314.0,6.3,34.3,20.6,53.3,51.0,0.0708661417322834,3.9,553.0592734225621,2
92.0,1.2,1.1,0.7,1.6,1.6,0.0236220472440945,0.4,21.988527724665392,1
1695.0,6.3,9.4,2.2,69.9,28.8,0.228346456692913,6.5,405.1147227533461,2
782.0,9.9,3.1,1.5,28.6,15.1,0.118110236220472,1.5,186.90248565965584,2
508.0,2.3,4.9,3.2,15.6,11.9,0.07,2.3,121.41491395793498,2D
458.0,20.0,3.0,1.2,0.4,0.4,0.78740157480315,0.5,109.46462715105162,2
1644.0,9.0,2.5,1.3,81.8,46.0,0.031496062992126,3.5,392.92543021032503,1
159.0,1.1,0.8,0.3,6.4,1.1,0.283464566929134,0.4,38.0019120458891,1
2283.0,7.7,35.3,21.1,45.2,42.2,0.0,9.7,545.6500956022944,2
2544.0,9.0,51.9,30.6,19.8,15.6,0.02,16.7,608.0305927342256,2
946.0,2.8,10.52,5.43,29.62,19.28,0.0827,0.53,226.09942638623326,2D
556.0,1.5,5.7,3.1,18.3,14.6,0.0275590551181102,0.3,132.887189292543,2D
2375.0,8.9,37.6,15.3,47.2,44.6,0.06,3.8,567.6386233269599,2
477.0,21.0,3.0,1.2,0.5,0.5,0.748031496062992,0.5,114.0057361376673,2
1959.0,3.3,19.6,11.1,68.1,57.5,0.09,1.4,468.21223709369025,2
1950.0,3.3,19.6,11.1,68.1,57.5,0.0905511811023622,1.4,466.06118546845124,2
1758.0,8.1,9.4,2.8,72.4,26.3,0.09,4.9,420.17208413001913,2
2215.0,6.6,32.5,18.7,47.5,40.0,0.04,11.9,529.397705544933,2
105.0,0.5,0.2,0.0,4.9,1.1,0.251968503937008,0.6,25.095602294455066,1
1569.0,8.4,2.9,0.6,75.1,24.4,0.417322834645669,7.4,375.0,2
2071.0,4.9,28.5,16.3,54.2,51.7,0.047244094488189,1.5,494.98087954110895,2
2099.0,4.8,31.1,18.1,48.2,43.4,0.0196850393700787,5.9,501.67304015296367,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
2242.0,6.9,34.4,20.1,44.0,39.8,0.00787,13.0,535.8508604206501,2
2297.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,548.9961759082217,2
2287.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,546.6061185468451,2
487.0,1.8,5.3,3.2,14.5,12.9,0.0393700787401575,1.4,116.39579349904398,2D
2284.0,7.7,36.0,17.3,41.7,36.4,0.0078740157480315,12.5,545.889101338432,2
1664.0,8.0,5.3,2.3,75.4,28.8,0.122047244094488,5.7,397.7055449330784,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1934.0,4.7,17.9,10.6,68.0,50.0,0.511811023622047,4.6,462.23709369024857,2
447.0,21.0,3.0,1.2,0.5,0.5,0.748031496062992,0.5,106.83556405353728,2
473.0,21.0,2.9,1.2,0.5,0.5,0.708661417322835,0.5,113.04971319311663,2
2365.0,6.8,36.9,13.7,50.0,47.4,0.0393700787401575,4.3,565.2485659655831,2
2337.0,7.3,34.4,16.2,54.5,53.8,0.0393700787401575,1.8,558.5564053537285,2
1608.0,7.8,4.0,1.8,74.0,25.2,0.196850393700787,8.7,384.321223709369,2
1645.0,8.1,4.5,1.8,75.8,28.8,0.149606299212598,6.2,393.1644359464627,2
477.0,21.0,3.0,1.2,0.5,0.5,0.748031496062992,0.5,114.0057361376673,2
1701.0,7.3,7.6,3.2,72.8,24.9,0.0236220472440945,7.2,406.54875717017205,2
1594.0,7.8,4.0,1.8,74.0,25.2,0.19,8.7,380.9751434034417,2
556.0,1.5,7.4,3.7,14.9,13.5,0.0354330708661417,0.4,132.887189292543,2D
335.0,2.5,2.6,1.0,11.7,4.5,0.0236220472440945,0.0,80.06692160611854,1
2287.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,546.6061185468451,2
2287.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,546.6061185468451,2
2287.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,546.6061185468451,2
2289.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,547.0841300191205,2
2263.0,7.2,37.5,23.2,40.8,35.0,0.0393700787401575,7.4,540.8699808795411,2
2287.0,4.9,34.7,20.9,50.6,46.7,0.0118110236220472,7.4,546.6061185468451,2
2179.0,7.3,27.3,16.1,60.6,58.7,0.0669291338582677,1.9,520.793499043977,2
1669.0,13.0,13.4,12.1,53.4,28.9,0.511811023622047,5.2,398.9005736137667,1
880.0,2.6,7.5,4.5,30.6,26.2,0.0708661417322835,4.7,210.3250478011472,2D
280.0,1.5,3.0,0.8,8.1,5.5,0.0236220472440945,0.8,66.92160611854685,1D
2251.0,6.5,30.7,17.8,57.8,56.3,0.0669291338582677,2.4,538.0019120458891,2
514.0,21.0,3.0,1.2,2.6,1.0,0.748031496062992,0.2,122.848948374761,2
1701.0,7.3,7.6,3.2,72.8,24.8,0.0236220472440945,7.2,406.54875717017205,2
514.0,21.0,3.0,1.2,2.6,1.0,0.748031496062992,0.2,122.848948374761,2
59.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,14.10133843212237,1
54.0,0.0,0.0,0.0,3.3,2.3,0.0,0.1,12.906309751434033,1
1620.0,6.2,2.4,1.1,82.3,28.6,0.161417322834646,3.1,387.189292543021,2
460.0,20.0,3.0,1.1,0.5,0.5,0.708661417322835,0.0,109.94263862332696,2
2443.0,8.0,44.9,26.6,30.7,26.4,0.0078740157480315,15.3,583.8910133843212,2
2527.0,8.4,50.0,29.6,20.9,15.7,0.0078740157480315,18.3,603.9674952198852,2
2170.0,6.6,29.7,17.6,51.4,48.2,0.255905511811024,10.5,518.642447418738,2
590.0,2.7,0.0,0.0,9.1,9.1,0.0905511811023622,45.0,141.0133843212237,1
385.0,2.5,2.9,1.2,13.8,5.9,0.0275590551181102,0.5,92.01720841300191,1
571.0,20.0,6.0,2.3,0.5,0.5,0.748031496062992,0.5,136.472275334608,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
488.0,7.8,6.3,2.3,6.7,3.6,0.669291338582677,1.1,116.63479923518165,3
1403.0,1.3,35.0,6.3,4.6,2.0,0.47244094488189,1.0,335.3250478011472,3
439.0,20.0,2.5,1.0,0.5,0.5,0.78740157480315,0.0,104.92351816443595,2
2180.0,6.8,27.7,15.5,60.0,49.2,0.0866141732283465,1.9,521.0325047801147,2
473.0,21.0,3.0,1.2,0.3,0.3,0.748031496062992,0.5,113.04971319311663,2
473.0,21.0,3.0,1.2,0.5,0.3,0.748031496062992,0.5,113.04971319311663,2
477.0,21.0,3.0,1.2,0.5,0.5,0.748031496062992,0.5,114.0057361376673,2
2138.0,5.8,24.8,13.8,65.0,52.5,0.0905511811023622,2.0,510.9942638623327,2
441.0,20.0,2.5,1.0,0.5,0.5,0.708661417322835,0.5,105.40152963671127,2
477.0,20.0,3.5,1.4,0.6,0.6,0.71259842519685,0.5,114.0057361376673,2
590.0,2.7,0.0,0.0,9.1,9.1,0.0905511811023622,45.0,141.0133843212237,1
4.0,0.0001,0.0001,0.0001,0.0001,0.0001,3.93700787401575e-05,0.0001,0.9560229445506692,1
1797.0,2.2,12.9,7.4,73.9,67.1,0.0275590551181102,2.7,429.49330783938814,2
460.0,20.0,3.0,1.2,0.5,0.5,0.708661417322835,0.5,109.94263862332696,2
46.0,0.2,0.0,0.0,0.1,0.1,0.0,0.7,10.994263862332696,1
1645.0,8.1,4.5,1.8,75.8,28.8,0.149606299212598,6.2,393.1644359464627,2
159.0,0.7,1.0,0.8,6.5,5.0,0.0354330708661417,0.1,38.0019120458891,1D
1623.0,6.9,3.1,1.1,79.3,25.2,0.381889763779528,5.3,387.90630975143404,2
2314.0,6.3,34.5,20.6,53.3,51.0,0.0708661417322834,3.9,553.0592734225621,2
523.0,21.0,4.0,1.7,0.8,0.5,0.708661417322835,0.5,125.0,2
523.0,21.0,4.0,1.7,0.8,0.5,0.708661417322835,0.5,125.0,2
2301.0,6.2,33.1,18.2,56.3,54.5,0.0590551181102362,1.8,549.9521988527724,2
280.0,1.2,3.6,1.5,7.5,7.5,0.15748031496063,0.0,66.92160611854685,1D
1754.0,7.7,9.5,1.3,72.6,22.4,0.255905511811024,4.7,419.21606118546845,2
2220.0,5.7,28.8,16.6,61.2,59.4,0.0708661417322834,1.6,530.5927342256214,2
858.0,2.7,8.6,4.4,28.7,24.7,0.0511811023622047,0.6,205.06692160611854,2D
480.0,20.0,3.5,1.4,0.6,0.6,0.708661417322835,0.5,114.7227533460803,2
477.0,20.0,3.5,1.4,0.5,0.5,0.708661417322835,0.5,114.0057361376673,2
473.0,20.0,3.5,1.4,0.4,0.4,0.708661417322835,0.5,113.04971319311663,2
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560229445506692,1
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560229445506692,1
460.0,20.0,3.0,1.2,0.5,0.5,0.708661417322835,0.5,109.94263862332696,2
589.0,20.0,6.5,2.5,0.5,0.5,0.708661417322835,0.5,140.77437858508603,2
589.0,20.0,6.5,2.5,0.5,0.5,0.708661417322835,0.5,140.77437858508603,2
473.0,21.0,2.9,1.2,0.5,0.5,0.720472440944882,0.5,113.04971319311663,2
473.0,21.0,2.9,1.2,0.5,0.5,0.708661417322835,0.5,113.04971319311663,2
589.0,20.0,6.5,2.5,0.5,0.5,0.708661417322835,0.5,140.77437858508603,2
2075.0,4.4,29.0,17.0,49.0,44.0,0.031496062992126,5.3,495.93690248565963,2
2561.0,9.1,48.0,26.0,30.0,27.0,0.0,9.2,612.093690248566,2
2389.0,7.6,38.0,22.0,49.0,48.0,0.047244094488189,3.2,570.9847036328872,2
2276.0,7.2,37.5,23.2,40.8,35.0,0.0393700787401575,7.4,543.9770554493308,2
439.0,20.0,2.5,1.0,0.5,0.5,0.748031496062992,0.5,104.92351816443595,2
2268.0,7.7,35.0,17.0,45.0,42.0,0.0039370078740157,8.7,542.0650095602294,2
204.0,0.5,0.5,0.0,12.0,11.0,0.0039370078740157,0.5,48.75717017208413,1
1620.0,8.0,8.0,3.5,69.0,32.0,0.145669291338583,5.0,387.189292543021,2
1916.0,9.0,21.0,12.0,56.0,32.0,0.110236220472441,4.5,457.93499043977056,2
1640.0,8.0,11.0,5.0,63.0,28.0,0.0,8.0,391.96940726577435,2
1670.0,4.5,6.0,5.0,79.0,35.0,0.208661417322835,3.0,399.1395793499044,2
1840.0,10.0,16.0,12.0,63.0,33.0,0.133858267716535,4.0,439.7705544933078,2
2335.0,7.0,35.0,21.0,53.0,52.0,0.0,2.5,558.0783938814532,2
164.0,0.5,0.5,0.0,9.0,8.0,0.0118110236220472,0.5,39.19694072657744,1
254.0,1.5,1.0,0.6,11.0,11.0,0.015748031496063,0.6,60.70745697896749,1
268.0,0.5,0.0,0.0,15.0,13.0,0.0118110236220472,0.5,64.05353728489483,1
254.0,1.5,0.5,0.0,13.0,12.0,0.0078740157480315,0.8,60.70745697896749,1
269.0,1.5,0.5,0.0,14.0,13.0,0.0236220472440945,0.6,64.2925430210325,1
1734.0,14.0,10.0,1.5,62.0,22.0,0.208661417322835,9.0,414.4359464627151,2
1740.0,8.0,12.0,3.0,64.0,21.0,0.149606299212598,9.0,415.8699808795411,2
2128.0,5.0,24.0,19.0,67.0,31.0,0.0393700787401575,2.0,508.604206500956,2
310.0,0.6,0.5,0.5,17.0,12.0,0.0,1.0,74.09177820267686,1
